,Base Country,Base Country Lat,Base Country Lng,Relation Country,Relation Country Lat,Relation Country Lng,Men,Women,Children,Sex Trafficking,Forced Labor,Debt Bondage,Description
436,Kazakhstan,48.019573,66.923684,Bahrain,26.0667,50.5577,1,1,0,0,1,0," Kazakhstani men and women are subjected to forced labor mostly in Russia, but also in Bahrain, Brazil, the Republic of Korea, Turkey, and the United Arab Emirates"
437,Kenya,-0.023559,37.906193,Uganda,1.373333,32.290275,0,1,0,0,1,0," Kenyan women are subjected to forced prostitution in Thailand by Ugandan and Nigerian 255KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OFtraffickers"
438,Kenya,-0.023559,37.906193,Nepal,28.394857,84.12400799999999,0,1,0,0,1,1," Nepalese and Indian women recruited to work in mujra dance clubs in Nairobi and Mombasa face debt bondage, which they are forced to pay off by dancing and forced prostitution"
439,Kenya,-0.023559,37.906193,Niger,17.607789,8.081666,0,1,0,0,1,0," Kenyan women are subjected to forced prostitution in Thailand by Ugandan and Nigerian 255KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OFtraffickers"
440,Kenya,-0.023559,37.906193,India,20.593684,78.96288,0,1,0,0,1,1," Nepalese and Indian women recruited to work in mujra dance clubs in Nairobi and Mombasa face debt bondage, which they are forced to pay off by dancing and forced prostitution"
441,Kenya,-0.023559,37.906193,Somalia,5.152149,46.199616,1,0,1,0,0,0," Men and boys are lured to Somalia to join criminal and terrorist networks, sometimes with fraudulent promises of lucrative employment elsewhere"
442,Kenya,-0.023559,37.906193,Thailand,15.870032,100.992541,0,1,0,0,1,0," Kenyan women are subjected to forced prostitution in Thailand by Ugandan and Nigerian 255KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OFtraffickers"
443,Kenya,-0.023559,37.906193,Nigeria,9.081999,8.675277,0,1,0,0,1,0," Kenyan women are subjected to forced prostitution in Thailand by Ugandan and Nigerian 255KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OFtraffickers"
444,Kosovo,42.6026359,20.902977,Serbia,44.016521,21.005859,0,1,1,1,1,0," Most sex trafficking victims in Kosovo are girls, although Kosovo criminal groups also force women from Albania, Moldova, Romania, Serbia, and other European countries into prostitution"
445,Kosovo,42.6026359,20.902977,Albania,41.153332,20.168331,0,0,1,0,1,0," Children from Kosovo, Albania, and other neighboring countries are forced to beg within the country"
446,Kosovo,42.6026359,20.902977,Romania,45.943161,24.96676,0,1,1,1,1,0," Most sex trafficking victims in Kosovo are girls, although Kosovo criminal groups also force women from Albania, Moldova, Romania, Serbia, and other European countries into prostitution"
447,Kosovo,42.6026359,20.902977,Moldova,47.411631,28.369885,0,1,1,1,1,0," Most sex trafficking victims in Kosovo are girls, although Kosovo criminal groups also force women from Albania, Moldova, Romania, Serbia, and other European countries into prostitution"
448,Kosovo,42.6026359,20.902977,Albania,41.153332,20.168331,0,1,1,1,1,0," Most sex trafficking victims in Kosovo are girls, although Kosovo criminal groups also force women from Albania, Moldova, Romania, Serbia, and other European countries into prostitution"
449,Kyrgyz Republic,41.20438,74.766098,India,20.593684,78.96288,0,1,1,1,0,0," Women and girls are subjected to sex trafficking abroad, reportedly in Turkey, the United Arab Emirates (UAE), India, Russia, Kazakhstan, South Korea, and within the country"
450,Kyrgyz Republic,41.20438,74.766098,Turkey,38.963745,35.243322,1,1,1,0,1,0," Kyrgyz men, women, and children are subjected to forced labor in Russia and Kazakhstan, and to a lesser extent in Turkey and other European countries, as well as within the Kyrgyz Republic, specifically in the agricultural, construction, and textile industries and in domestic service and forced childcare"
451,Kyrgyz Republic,41.20438,74.766098,Kazakhstan,48.019573,66.923684,1,1,0,1,0,0," Some men and women from Uzbekistan, Tajikistan, and Turkmenistan transit the country as they migrate to Russia and Kazakhstan, the UAE, and Turkey, where they may be subjected to sex and labor trafficking"
452,Kyrgyz Republic,41.20438,74.766098,Uzbekistan,41.377491,64.585262,0,1,1,1,0,0, Women and underage teenaged girls from Uzbekistan may be subjected to sex trafficking in the southern region of the Kyrgyz Republic
453,Kyrgyz Republic,41.20438,74.766098,United Arab Emirates,23.424076,53.847818,0,1,1,1,0,0," Women and girls are subjected to sex trafficking abroad, reportedly in Turkey, the United Arab Emirates (UAE), India, Russia, Kazakhstan, South Korea, and within the country"
454,Kyrgyz Republic,41.20438,74.766098,Turkey,38.963745,35.243322,0,1,1,1,0,0," Women and girls are subjected to sex trafficking abroad, reportedly in Turkey, the United Arab Emirates (UAE), India, Russia, Kazakhstan, South Korea, and within the country"
455,Kyrgyz Republic,41.20438,74.766098,Russia,61.52401,105.318756,0,1,1,1,0,0," Women and girls are subjected to sex trafficking abroad, reportedly in Turkey, the United Arab Emirates (UAE), India, Russia, Kazakhstan, South Korea, and within the country"
456,Kyrgyz Republic,41.20438,74.766098,South Korea,35.907757,127.766922,0,1,1,1,0,0," Women and girls are subjected to sex trafficking abroad, reportedly in Turkey, the United Arab Emirates (UAE), India, Russia, Kazakhstan, South Korea, and within the country"
457,Kyrgyz Republic,41.20438,74.766098,Kazakhstan,48.019573,66.923684,0,1,1,1,0,0," Women and girls are subjected to sex trafficking abroad, reportedly in Turkey, the United Arab Emirates (UAE), India, Russia, Kazakhstan, South Korea, and within the country"
458,Kyrgyz Republic,41.20438,74.766098,Russia,61.52401,105.318756,1,1,0,1,0,0," Some men and women from Uzbekistan, Tajikistan, and Turkmenistan transit the country as they migrate to Russia and Kazakhstan, the UAE, and Turkey, where they may be subjected to sex and labor trafficking"
459,Kyrgyz Republic,41.20438,74.766098,Russia,61.52401,105.318756,1,1,1,0,1,0," Kyrgyz men, women, and children are subjected to forced labor in Russia and Kazakhstan, and to a lesser extent in Turkey and other European countries, as well as within the Kyrgyz Republic, specifically in the agricultural, construction, and textile industries and in domestic service and forced childcare"
460,Kyrgyz Republic,41.20438,74.766098,Tajikistan,38.861034,71.276093,1,1,0,1,0,0," Some men and women from Uzbekistan, Tajikistan, and Turkmenistan transit the country as they migrate to Russia and Kazakhstan, the UAE, and Turkey, where they may be subjected to sex and labor trafficking"
461,Kyrgyz Republic,41.20438,74.766098,Turkmenistan,38.969719,59.556278,1,1,0,1,0,0," Some men and women from Uzbekistan, Tajikistan, and Turkmenistan transit the country as they migrate to Russia and Kazakhstan, the UAE, and Turkey, where they may be subjected to sex and labor trafficking"
462,Kyrgyz Republic,41.20438,74.766098,Uzbekistan,41.377491,64.585262,1,1,0,1,0,0," Some men and women from Uzbekistan, Tajikistan, and Turkmenistan transit the country as they migrate to Russia and Kazakhstan, the UAE, and Turkey, where they may be subjected to sex and labor trafficking"
463,Kyrgyz Republic,41.20438,74.766098,Kazakhstan,48.019573,66.923684,1,1,1,0,1,0," Kyrgyz men, women, and children are subjected to forced labor in Russia and Kazakhstan, and to a lesser extent in Turkey and other European countries, as well as within the Kyrgyz Republic, specifically in the agricultural, construction, and textile industries and in domestic service and forced childcare"
464,Kyrgyz Republic,41.20438,74.766098,Turkey,38.963745,35.243322,1,1,0,1,0,0," Some men and women from Uzbekistan, Tajikistan, and Turkmenistan transit the country as they migrate to Russia and Kazakhstan, the UAE, and Turkey, where they may be subjected to sex and labor trafficking"
465,Laos,19.85627,102.495496,Vietnam,14.058324,108.277199,0,1,1,1,0,0," Some Vietnamese, Chinese, and Lao women and children are subjected to sex trafficking in larger cities and in close proximity to national borders, casinos, and special economic zonesŠespecially those with heavy Chinese investmentŠreportedly to meet the demand of Asian tourists and migrant workers"
466,Laos,19.85627,102.495496,Vietnam,14.058324,108.277199,1,1,0,0,0,0, Some of the Vietnamese men and women working in or near (often illegal) logging and construction areas along the Laos-Vietnam border may be trafficking victims
467,Laos,19.85627,102.495496,Vietnam,14.058324,108.277199,0,1,1,1,1,0,"Laos is reportedly a transit country for some Vietnamese and 268LATVIAChinese women and girls who are subjected to sex trafficking and forced labor in neighboring countries, particularly Thailand"
468,Laos,19.85627,102.495496,Thailand,15.870032,100.992541,0,1,1,1,1,0,"Laos is reportedly a transit country for some Vietnamese and 268LATVIAChinese women and girls who are subjected to sex trafficking and forced labor in neighboring countries, particularly Thailand"
469,Laos,19.85627,102.495496,China,35.86166,104.195397,0,0,1,0,0,0, Some local officials reportedly contributed to trafficking vulnerabilities by accepting payments to facilitate the immigration of girls to China
470,Laos,19.85627,102.495496,China,35.86166,104.195397,0,1,1,1,1,0, Some women and girls from Laos are sold as brides in China and subjected to sex trafficking or forced domestic servitude
471,Laos,19.85627,102.495496,Thailand,15.870032,100.992541,1,0,1,0,1,0," Lao men and boys are victims of forced labor in Thailand's fishing, construction, and agricultural industries"
472,Laos,19.85627,102.495496,Thailand,15.870032,100.992541,0,1,1,1,1,0,"A large number of victims, particularly women and girls, are exploited in Thailand's commercial sex industry and in forced labor in domestic service, factories, or agriculture"
473,Laos,19.85627,102.495496,Australia,-25.274398,133.775136,0,0,1,1,0,0," Reports indicate child sex tourists from the United Kingdom, Australia, and the United States have traveled to Laos for the purpose of exploiting child sex trafficking victims"
474,Laos,19.85627,102.495496,United States,37.09024,-95.712891,0,0,1,1,0,0," Reports indicate child sex tourists from the United Kingdom, Australia, and the United States have traveled to Laos for the purpose of exploiting child sex trafficking victims"
475,Laos,19.85627,102.495496,United Kingdom,55.378051,-3.435973,0,0,1,1,0,0," Reports indicate child sex tourists from the United Kingdom, Australia, and the United States have traveled to Laos for the purpose of exploiting child sex trafficking victims"
476,Latvia,56.879635,24.603189,Ireland,53.1423672,-7.692053599999999,0,1,0,1,1,0," Latvian women recruited for brokered marriages in Western Europe, particularly Ireland, are vulnerable to sex trafficking, domestic servitude, and forced labor"
477,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,1,1,1,0,0,0," For example, traffickers hold Syrian refugee men, women, and children in bonded labor in order to pay for food, shelter, and the cost of transit to Lebanon, and contract out groups of refugees to work in the agricultural sector in the Bekaa Valley"
478,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,0,0,1,0,0,0," Child labor among the Syrian refugee population continues to increase, particularly in agriculture, construction, and street vending and begging"
479,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,0,1,1,1,0,0, Syrian women and girls are highly vulnerable to sex trafficking
480,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,1,1,1,1,1,0," In March 2016, Lebanese authorities reported on an extensive sex trafficking ring exploiting primarily Syrian women and girls in Beirut; the majority of the women and girls were recruited from Syria with false promises of work and subjected to commercial sexual exploitation in which they experienced mental, physical, and sexual abuse and forced abortions"
481,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,0,0,1,1,0,0," Syrian girls are brought to Lebanon for sex trafficking, sometimes through the guise of early marriage"
482,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,0,1,1,1,1,0," Some Syrian refugee women and girls are forced into sex acts or early marriage, often by family members or powerful local families, in order to ease economic hardships; these women and girls are highly vulnerable to trafficking"
483,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,1,0,0,1,0,0, An international organization reported in 2017 that some employers coerce Syrian refugee men to perform sexual acts through threats of withholding their pay or terminating their employment
484,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,0,0,1,0,0,0," There is also evidence of children within the Syrian refugee community in Lebanon that are associated with armed groups, who have either fought in the Syrian conftict or intend to fight in Syria as child soldiers"
485,Lebanon,33.854721,35.862285,Syria,34.80207499999999,38.996815,1,1,1,1,1,0,"As reported over the past five years, Lebanon is a source and destination country for women and children subjected to forced labor and sex trafficking andŠto a lesser extentŠa destination country for Syrian refugee men subjected to forced labor"
486,Lesotho,-29.609988,28.233608,South Africa,-30.559482,22.937506,0,1,1,1,0,0," Basotho women and girls seeking work in domestic service voluntarily migrate to South Africa, where some are detained in prison-like conditions or exploited in sex trafficking"
487,Lesotho,-29.609988,28.233608,South Africa,-30.559482,22.937506,1,0,0,0,1,0," Some Basotho men who migrate voluntarily, although illegally and often without identity documents, to South Africa for work in agriculture and mining become victims of forced labor; many work for weeks or months before their employers turn them over to South African authorities for deportation on immigration violations to avoid paying them"
488,Liberia,6.428055,-9.429499000000002,Guinea,9.945587,-9.696645,1,1,1,0,0,0," A small number of Liberian men, women, and children are subjected to human trafficking in other West African countries, including Cote d'Ivoire, Guinea, Mauritania, Senegal, Sierra Leone, and Nigeria"
489,Liberia,6.428055,-9.429499000000002,Tunisia,33.886917,9.537499,0,1,0,1,1,0," Women from Tunisia and Morocco have been subjected to sex trafficking in Liberia, and Liberian women have been subjected to forced labor in Lebanon and Finland"
490,Liberia,6.428055,-9.429499000000002,Morocco,31.791702,-7.092619999999999,0,1,0,1,1,0," Women from Tunisia and Morocco have been subjected to sex trafficking in Liberia, and Liberian women have been subjected to forced labor in Lebanon and Finland"
491,Liberia,6.428055,-9.429499000000002,Lebanon,33.854721,35.862285,0,1,0,1,1,0," Women from Tunisia and Morocco have been subjected to sex trafficking in Liberia, and Liberian women have been subjected to forced labor in Lebanon and Finland"
492,Liberia,6.428055,-9.429499000000002,Finland,61.92410999999999,25.7481511,0,1,0,1,1,0," Women from Tunisia and Morocco have been subjected to sex trafficking in Liberia, and Liberian women have been subjected to forced labor in Lebanon and Finland"
493,Liberia,6.428055,-9.429499000000002,Sierra Leone,8.460555,-11.779889,1,1,1,0,0,0," A small number of Liberian men, women, and children are subjected to human trafficking in other West African countries, including Cote d'Ivoire, Guinea, Mauritania, Senegal, Sierra Leone, and Nigeria"
494,Liberia,6.428055,-9.429499000000002,Senegal,14.497401,-14.452362,1,1,1,0,0,0," A small number of Liberian men, women, and children are subjected to human trafficking in other West African countries, including Cote d'Ivoire, Guinea, Mauritania, Senegal, Sierra Leone, and Nigeria"
495,Liberia,6.428055,-9.429499000000002,Nigeria,9.081999,8.675277,1,1,1,0,0,0," A small number of Liberian men, women, and children are subjected to human trafficking in other West African countries, including Cote d'Ivoire, Guinea, Mauritania, Senegal, Sierra Leone, and Nigeria"
496,Liberia,6.428055,-9.429499000000002,Niger,17.607789,8.081666,1,1,1,0,0,0," A small number of Liberian men, women, and children are subjected to human trafficking in other West African countries, including Cote d'Ivoire, Guinea, Mauritania, Senegal, Sierra Leone, and Nigeria"
497,Liberia,6.428055,-9.429499000000002,Mauritania,21.00789,-10.940835,1,1,1,0,0,0," A small number of Liberian men, women, and children are subjected to human trafficking in other West African countries, including Cote d'Ivoire, Guinea, Mauritania, Senegal, Sierra Leone, and Nigeria"
498,Liberia,6.428055,-9.429499000000002,Cote d'Ivoire,7.539988999999999,-5.547079999999999,1,1,1,0,0,0," A small number of Liberian men, women, and children are subjected to human trafficking in other West African countries, including Cote d'Ivoire, Guinea, Mauritania, Senegal, Sierra Leone, and Nigeria"
499,Libya,26.3351,17.228331,Niger,17.607789,8.081666,0,1,1,0,1,0," Nigerian women and girls, in particular, seem to be at increased risk of being forced into prostitution"
500,Libya,26.3351,17.228331,Nigeria,9.081999,8.675277,0,1,1,0,1,0," Nigerian women and girls, in particular, seem to be at increased risk of being forced into prostitution"
501,Libya,26.3351,17.228331,Nigeria,9.081999,8.675277,0,1,0,1,1,0," For example, in 2016 a trafficking network that spanned from Nigeria to Italy via Libya involved a group of Nigerian and Libyan traffickers that forced Nigerian women into prostitution in both Libya and Italy; the network held the victims in warehouses in Sebha and Tripoli until it transported them to Sicily for further sexual exploitation"
502,Libya,26.3351,17.228331,Niger,17.607789,8.081666,0,1,0,1,1,0," For example, in 2016 a trafficking network that spanned from Nigeria to Italy via Libya involved a group of Nigerian and Libyan traffickers that forced Nigerian women into prostitution in both Libya and Italy; the network held the victims in warehouses in Sebha and Tripoli until it transported them to Sicily for further sexual exploitation"
503,Libya,26.3351,17.228331,Italy,41.87194,12.56738,0,1,0,1,1,0," For example, in 2016 a trafficking network that spanned from Nigeria to Italy via Libya involved a group of Nigerian and Libyan traffickers that forced Nigerian women into prostitution in both Libya and Italy; the network held the victims in warehouses in Sebha and Tripoli until it transported them to Sicily for further sexual exploitation"
504,Libya,26.3351,17.228331,Nigeria,9.081999,8.675277,0,0,1,1,0,0," According to a European NGO, Nigerian gangs recruit Nigerian girls from rural regions of the country and facilitate the transportation of the girls through Libya for sex trafficking in Italy and other European countries"
505,Libya,26.3351,17.228331,Niger,17.607789,8.081666,0,0,1,1,0,0," According to a European NGO, Nigerian gangs recruit Nigerian girls from rural regions of the country and facilitate the transportation of the girls through Libya for sex trafficking in Italy and other European countries"
506,Libya,26.3351,17.228331,Italy,41.87194,12.56738,0,0,1,1,0,0," According to a European NGO, Nigerian gangs recruit Nigerian girls from rural regions of the country and facilitate the transportation of the girls through Libya for sex trafficking in Italy and other European countries"
507,Macau,22.198745,113.543873,Hong Kong,22.3193039,114.1693611,1,1,0,0,1,1," Some brokers who bring foreign men and women, such as foreign domestic workers based in Hong Kong, to Macau to renew work visas for other countries restrict these workers' movements and withhold their passports in conditions indicative of debt bondage and forced labor"
508,Madagascar,-18.766947,46.869107,China,35.86166,104.195397,0,1,0,0,1,0, Malagasy women are sent by persons acting as informal placement agents to China with falsified identity cards and exploited in forced labor and sold as brides
509,Madagascar,-18.766947,46.869107,China,35.86166,104.195397,1,0,0,0,1,0, Reports state that Malagasy men in the Middle East may endure forced labor in the service and construction sectors and may endure forced domestic servitude in China
510,Madagascar,-18.766947,46.869107,Seychelles,-4.679574,55.491977,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
511,Madagascar,-18.766947,46.869107,Saudi Arabia,23.885942,45.079162,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
512,Madagascar,-18.766947,46.869107,Mauritius,-20.348404,57.55215200000001,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
513,Madagascar,-18.766947,46.869107,Lebanon,33.854721,35.862285,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
514,Madagascar,-18.766947,46.869107,China,35.86166,104.195397,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
515,Madagascar,-18.766947,46.869107,Kenya,-0.023559,37.906193,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
516,Madagascar,-18.766947,46.869107,Comoros,-11.6455,43.3333,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
517,Madagascar,-18.766947,46.869107,Kuwait,29.31166,47.481766,0,1,0,0,0,0,"Many Malagasy women are employed as domestic workers in Lebanon, Kuwait, China, and Saudi Arabia, and the media reports that informal placement agencies are still attempting to circumvent the 2013 ban against sending workers to the Middle East by routing them via Mauritius, Seychelles, Comoros, and Kenya using tourist visas"
518,Malawi,-13.254308,34.301525,Mozambique,-18.665695,35.529562,1,1,1,1,0,0," To a lesser extent, it is a destination country for men, women, and children from Zambia, Mozambique, the Great Lakes region, and the Horn of Africa who are subjected to labor and sex trafficking, and a transit country for people from these countries exploited in South Africa"
519,Malawi,-13.254308,34.301525,South Africa,-30.559482,22.937506,1,1,1,1,0,0," To a lesser extent, it is a destination country for men, women, and children from Zambia, Mozambique, the Great Lakes region, and the Horn of Africa who are subjected to labor and sex trafficking, and a transit country for people from these countries exploited in South Africa"
520,Malawi,-13.254308,34.301525,Zambia,-13.133897,27.849332,1,1,1,1,0,0," To a lesser extent, it is a destination country for men, women, and children from Zambia, Mozambique, the Great Lakes region, and the Horn of Africa who are subjected to labor and sex trafficking, and a transit country for people from these countries exploited in South Africa"
521,Maldives,3.202778,73.22068,Sri Lanka,7.873053999999999,80.77179699999999,0,1,0,1,0,0, Maldivian women may be subjected to sex trafficking in Sri Lanka
522,Maldives,3.202778,73.22068,India,20.593684,78.96288,1,0,0,0,1,1," An unknown number of the approximately 100,000 documented and 60,000 undocumented foreign workers in MaldivesŠprimarily Bangladeshi and Indian men in the construction and service sectorsŠare subjected to practices indicative of forced labor, including fraudulent recruitment, confiscation of identity and travel documents, withholding or non-payment of wages, and debt bondage"
523,Maldives,3.202778,73.22068,Bangladesh,23.684994,90.356331,0,1,1,1,0,0," A small number of women from Africa, Asia, Central Asia, and Eastern Europe, as well as girls from Bangladesh and Maldives, are subjected to sex trafficking in Maldives"
524,Maldives,3.202778,73.22068,Bangladesh,23.684994,90.356331,1,0,0,0,1,1," An unknown number of the approximately 100,000 documented and 60,000 undocumented foreign workers in MaldivesŠprimarily Bangladeshi and Indian men in the construction and service sectorsŠare subjected to practices indicative of forced labor, including fraudulent recruitment, confiscation of identity and travel documents, withholding or non-payment of wages, and debt bondage"
525,Mali,17.570692,-3.996166,Mauritania,21.00789,-10.940835,0,0,1,0,0,0," In the past, a Malian armed group forcibly recruited Malian refugees in Mauritania to be child soldiers in Mali"
526,Mali,17.570692,-3.996166,Libya,26.3351,17.228331,0,1,0,1,0,0," Africans transiting Mali to Europe, primarily via Algeria and Libya and less so via Mauritania, are vulnerable to trafficking, and Nigerian traffickers exploit Nigerian women in sex trafficking in Mali en route to Europe"
527,Mali,17.570692,-3.996166,Niger,17.607789,8.081666,0,1,1,1,0,0," Women and girls from other West African countries, particularly Nigeria and Benin, are recruited with promises of jobs as nurses or waitresses in Bamako but exploited in sex trafficking throughout Mali, including in Chinese-run hotels and especially in small mining communities"
528,Mali,17.570692,-3.996166,Nigeria,9.081999,8.675277,0,1,0,1,0,0," Africans transiting Mali to Europe, primarily via Algeria and Libya and less so via Mauritania, are vulnerable to trafficking, and Nigerian traffickers exploit Nigerian women in sex trafficking in Mali en route to Europe"
529,Mali,17.570692,-3.996166,Niger,17.607789,8.081666,0,1,0,1,0,0," Africans transiting Mali to Europe, primarily via Algeria and Libya and less so via Mauritania, are vulnerable to trafficking, and Nigerian traffickers exploit Nigerian women in sex trafficking in Mali en route to Europe"
530,Mali,17.570692,-3.996166,Mauritania,21.00789,-10.940835,0,1,0,1,0,0," Africans transiting Mali to Europe, primarily via Algeria and Libya and less so via Mauritania, are vulnerable to trafficking, and Nigerian traffickers exploit Nigerian women in sex trafficking in Mali en route to Europe"
531,Mali,17.570692,-3.996166,Algeria,28.033886,1.659626,0,1,0,1,0,0," Africans transiting Mali to Europe, primarily via Algeria and Libya and less so via Mauritania, are vulnerable to trafficking, and Nigerian traffickers exploit Nigerian women in sex trafficking in Mali en route to Europe"
532,Mali,17.570692,-3.996166,Nigeria,9.081999,8.675277,0,0,1,1,0,0," Nigerian authorities estimate more than 5,000 Nigerian girls are victims of sex trafficking in Mali"
533,Mali,17.570692,-3.996166,Niger,17.607789,8.081666,0,0,1,1,0,0," Nigerian authorities estimate more than 5,000 Nigerian girls are victims of sex trafficking in Mali"
534,Mali,17.570692,-3.996166,Nigeria,9.081999,8.675277,0,1,1,1,0,0," Women and girls from other West African countries, particularly Nigeria and Benin, are recruited with promises of jobs as nurses or waitresses in Bamako but exploited in sex trafficking throughout Mali, including in Chinese-run hotels and especially in small mining communities"
535,Mali,17.570692,-3.996166,Benin,9.30769,2.315834,0,1,1,1,0,0," Women and girls from other West African countries, particularly Nigeria and Benin, are recruited with promises of jobs as nurses or waitresses in Bamako but exploited in sex trafficking throughout Mali, including in Chinese-run hotels and especially in small mining communities"
536,Mali,17.570692,-3.996166,Guinea,9.945587,-9.696645,0,0,1,0,1,0," Malian boys are also forced to beg or perform agricultural work by unscrupulous Quranic teachers in neighboring countries, including Senegal and Guinea"
537,Mali,17.570692,-3.996166,Tunisia,33.886917,9.537499,0,1,1,1,0,0," Malian women and girls are victims of sex trafficking in Gabon, Libya, Lebanon, and Tunisia and domestic servitude in Lebanon, Saudi Arabia, and Tunisia"
538,Mali,17.570692,-3.996166,Saudi Arabia,23.885942,45.079162,0,1,1,1,0,0," Malian women and girls are victims of sex trafficking in Gabon, Libya, Lebanon, and Tunisia and domestic servitude in Lebanon, Saudi Arabia, and Tunisia"
539,Mali,17.570692,-3.996166,Lebanon,33.854721,35.862285,0,1,1,1,0,0," Malian women and girls are victims of sex trafficking in Gabon, Libya, Lebanon, and Tunisia and domestic servitude in Lebanon, Saudi Arabia, and Tunisia"
540,Mali,17.570692,-3.996166,Gabon,-0.803689,11.609444,0,1,1,1,0,0," Malian women and girls are victims of sex trafficking in Gabon, Libya, Lebanon, and Tunisia and domestic servitude in Lebanon, Saudi Arabia, and Tunisia"
541,Mali,17.570692,-3.996166,Cote d'Ivoire,7.539988999999999,-5.547079999999999,0,0,1,0,1,0, NGO reports indicate Malian children endure forced labor on cotton and cocoa farms in Cote d'Ivoire
542,Mali,17.570692,-3.996166,Senegal,14.497401,-14.452362,0,0,1,0,1,0," Malian boys are also forced to beg or perform agricultural work by unscrupulous Quranic teachers in neighboring countries, including Senegal and Guinea"
543,Mali,17.570692,-3.996166,Guinea,9.945587,-9.696645,0,0,1,0,1,0," Boys from Mali, Guinea, and Burkina Faso are subjected to forced labor in agricultureŠespecially rice productionŠartisanal gold mines, domestic work, transportation, begging, and the informal commercial sector"
544,Mali,17.570692,-3.996166,Burkina Faso,12.238333,-1.561593,0,0,1,0,1,0," Boys from Mali, Guinea, and Burkina Faso are subjected to forced labor in agricultureŠespecially rice productionŠartisanal gold mines, domestic work, transportation, begging, and the informal commercial sector"
545,Mali,17.570692,-3.996166,Libya,26.3351,17.228331,0,1,1,1,0,0," Malian women and girls are victims of sex trafficking in Gabon, Libya, Lebanon, and Tunisia and domestic servitude in Lebanon, Saudi Arabia, and Tunisia"
546,Malta,35.937496,14.375416,Russia,61.52401,105.318756,0,1,0,0,0,0," Women from Southeast Asia working as domestic workers, Chinese nationals working in massage parlors, foreign male soccer players, and women from Central and Eastern Europe, Russia, and Ukraine working in nightclubs represent populations vulnerable to exploitation"
547,Malta,35.937496,14.375416,Ukraine,48.379433,31.1655799,0,1,0,0,0,0," Women from Southeast Asia working as domestic workers, Chinese nationals working in massage parlors, foreign male soccer players, and women from Central and Eastern Europe, Russia, and Ukraine working in nightclubs represent populations vulnerable to exploitation"
548,Mauritania,21.00789,-10.940835,Mali,17.570692,-3.996166,0,0,1,0,0,0," In 2016, an international organization identified and removed from a refugee camp in southeastern 299MAURITIUSMauritania 16 Malian child soldiers aged 15-17 associated with Malian rebel groups; some of the victims had been recruited in Mali, and others allegedly had been recruited from the camp in Mauritania"
549,Mauritania,21.00789,-10.940835,Saudi Arabia,23.885942,45.079162,0,1,1,1,1,0," Mauritanian women and girls from poor families enter into these forced marriages, facilitated by brokers and travel agencies in both Mauritania and in the Middle East promising substantial payment, and are exploited as sex slaves and in forced prostitution in Saudi Arabia and other Gulf countries"
